ime,dat,latitude,longitude,,,count,
1.33E+17,6/19/2023,40.023617,-75.1412534,5.51,3.34,5.66,
1.33E+17,6/19/2023,40.023611,-75.1411322,5.11,3.34,5.66,
1.33E+17,6/19/2023,40.022563,-75.1410923,6.38,3.53,5.66,
1.33E+17,6/19/2023,40.022654,-75.1410553,5.63,3.53,5.66,
1.33E+17,6/19/2023,40.023363,-75.1418584,8.22,3.49,5.67,
1.33E+17,6/19/2023,40.023461,-75.1418182,6.54,3.49,5.67,
1.33E+17,6/19/2023,40.023585,-75.1407637,5.59,3.2,5.67,
1.33E+17,6/19/2023,40.023638,-75.1406567,5.68,3.2,5.67,
1.33E+17,6/19/2023,40.022669,-75.1404316,4.98,4.48,5.67,
1.33E+17,6/19/2023,40.023648,-75.1418300,8.16,3.55,5.69,
1.33E+17,6/19/2023,40.023555,-75.1418147,6.45,3.55,5.69,
1.33E+17,6/19/2023,40.022404,-75.1412146,10.2,3.72,5.69,
1.33E+17,6/19/2023,40.022474,-75.1411327,9.29,3.72,5.69,
1.33E+17,6/19/2023,40.021132,-75.1415725,5.81,3.7,5.7,
1.33E+17,6/19/2023,40.021241,-75.1415460,6.08,3.7,5.7,
1.33E+17,6/19/2023,40.023177,-75.1419186,8.19,3.41,5.71,
1.33E+17,6/19/2023,40.023271,-75.1419112,10.1,3.41,5.71,
1.33E+17,6/19/2023,40.021431,-75.1415494,7.69,3.66,5.72,
1.33E+17,6/19/2023,40.021333,-75.1415412,5.93,3.66,5.72,
1.33E+17,6/19/2023,40.023702,-75.1417363,9.01,3.61,5.73,
1.33E+17,6/19/2023,40.023696,-75.1416139,8.58,3.61,5.73,
1.33E+17,6/19/2023,40.021896,-75.1414318,6.68,3.55,5.74,
1.33E+17,6/19/2023,40.021991,-75.1414254,5.69,3.55,5.74,
1.33E+17,7/5/2023,40.021915,-75.1402884,4.32,3.82,5.75,
1.33E+17,7/5/2023,40.021827,-75.1402265,7.75,3.9,5.75,
1.33E+17,7/5/2023,40.021751,-75.1401610,5.74,3.9,5.75,
1.33E+17,7/5/2023,40.021188,-75.1389400,6.04,4.04,5.75,
1.33E+17,6/19/2023,40.023262,-75.1386465,9.19,3.31,5.75,
1.33E+17,6/19/2023,40.023226,-75.1385356,6.65,3.31,5.75,
1.33E+17,7/5/2023,40.021736,-75.1400928,5.55,4.67,5.77,
1.33E+17,6/19/2023,40.020954,-75.1416184,6.49,3.85,5.78,
1.33E+17,6/19/2023,40.021046,-75.1416065,6.42,3.85,5.78,
1.33E+17,6/19/2023,40.021712,-75.1414707,6.89,3.64,5.78,
1.33E+17,6/19/2023,40.021802,-75.1414644,6.66,3.64,5.78,
1.33E+17,7/5/2023,40.021284,-75.1389398,9.05,4.04,5.78,
1.33E+17,6/11/2023 19:12,40.023915,-75.1347862,7.28,3.71,5.78,
1.33E+17,6/11/2023 19:12,40.023990,-75.1347214,10.5,3.71,5.78,
1.33E+17,6/19/2023,40.022306,-75.1419185,9.94,3.93,5.79,
1.33E+17,6/19/2023,40.022286,-75.1418032,10.6,3.93,5.79,
1.33E+17,6/19/2023,40.020852,-75.1415811,5.51,3.82,5.79,
1.33E+17,6/19/2023,40.020942,-75.1415799,6.54,3.82,5.79,
1.33E+17,6/19/2023,40.021039,-75.1415678,6.93,3.62,5.8,
1.33E+17,6/19/2023,40.021131,-75.1415494,6.75,3.62,5.8,
1.33E+17,7/5/2023,40.021121,-75.1390042,5.58,5.39,5.8,
1.33E+17,7/5/2023,40.021551,-75.1385618,10,5.37,5.8,
1.33E+17,7/5/2023,40.021595,-75.1384595,8.21,5.37,5.8,
1.33E+17,6/19/2023,40.021938,-75.1411849,5.8,3.74,5.81,
1.33E+17,6/19/2023,40.021842,-75.1411711,8.13,3.74,5.81,
1.33E+17,6/19/2023,40.021523,-75.1415098,9.16,3.68,5.82,
1.33E+17,6/19/2023,40.021616,-75.1414900,6.59,3.68,5.82,
1.33E+17,6/4/2023 18:29,40.021193,-75.1401404,6.68,4.26,5.82,
1.33E+17,6/4/2023 18:29,40.021258,-75.1400468,5.54,4.26,5.82,
1.33E+17,6/4/2023 18:43,40.022049,-75.1398204,6.6,4.75,5.82,
1.33E+17,6/4/2023 18:43,40.022142,-75.1398097,6.79,4.75,5.82,
1.33E+17,6/19/2023,40.023048,-75.1386640,5.52,3.59,5.82,
1.33E+17,6/11/2023 19:10,40.023478,-75.1362815,9.15,4.07,5.83,
1.33E+17,6/11/2023 19:10,40.023510,-75.1361702,6.22,4.07,5.83,
1.33E+17,7/5/2023,40.021846,-75.1402068,3.79,3.98,5.84,
1.33E+17,6/4/2023 18:29,40.021348,-75.1399856,6.77,4.11,5.85,
1.33E+17,6/4/2023 18:29,40.021401,-75.1398826,7.19,4.11,5.85,
1.33E+17,6/4/2023 18:43,40.022195,-75.1397105,6.65,4.67,5.85,
1.33E+17,6/4/2023 18:43,40.022266,-75.1396101,6.81,4.67,5.85,
1.33E+17,6/11/2023 19:11,40.023542,-75.1355571,6.51,3.91,5.85,
1.33E+17,6/11/2023 19:11,40.023572,-75.1354443,7.07,3.91,5.85,
1.33E+17,6/11/2023 19:10,40.023542,-75.1360574,5.75,3.84,5.86,
1.33E+17,6/11/2023 19:10,40.023578,-75.1359472,5.74,3.84,5.86,
1.33E+17,6/11/2023 19:10,40.023615,-75.1358289,6.61,3.84,5.89,
1.33E+17,6/11/2023 19:10,40.023541,-75.1357615,6.85,3.84,5.89,
1.33E+17,6/11/2023 19:11,40.023492,-75.1356579,6.89,3.84,5.89,
1.33E+17,6/11/2023 19:11,40.023678,-75.1351123,8.16,3.75,5.89,
1.33E+17,6/11/2023 19:11,40.023707,-75.1349944,6.62,3.75,5.89,
1.33E+17,6/4/2023 18:42,40.021863,-75.1398200,7.15,4.79,5.9,
1.33E+17,6/4/2023 18:42,40.021958,-75.1398092,6.94,4.79,5.9,
1.33E+17,6/19/2023,40.023033,-75.1385475,5.79,3.72,5.9,
1.33E+17,6/11/2023 19:11,40.023618,-75.1353406,5.18,3.99,5.9,
1.33E+17,6/11/2023 19:11,40.023670,-75.1352333,6.98,3.99,5.9,
1.33E+17,7/5/2023,40.021479,-75.1387642,9.76,5.62,5.91,
1.33E+17,7/5/2023,40.021544,-75.1386823,8.37,5.62,5.91,
1.33E+17,6/11/2023 19:11,40.023740,-75.1348827,6.66,3.88,5.91,
1.33E+17,6/11/2023 19:11,40.023777,-75.1347589,6.22,3.88,5.91,
1.33E+17,6/11/2023 19:12,40.024029,-75.1346152,9.59,3.86,5.93,
1.33E+17,6/11/2023 19:12,40.024009,-75.1344960,10.6,3.86,5.93,
1.33E+17,6/19/2023,40.022977,-75.1387440,5.66,3.66,5.94,
1.33E+17,6/19/2023,40.022317,-75.1416853,11.7,3.77,5.95,
1.33E+17,6/19/2023,40.022394,-75.1416152,11.5,3.77,5.95,
1.33E+17,6/4/2023 18:30,40.021134,-75.1403759,10.8,4.66,5.96,
1.33E+17,6/4/2023 18:30,40.021168,-75.1402573,9.86,4.66,5.96,
1.33E+17,7/5/2023,40.021689,-75.1399924,7.74,5,5.96,
1.33E+17,6/4/2023 18:29,40.021437,-75.1397645,12.1,4.13,5.96,
1.33E+17,7/5/2023,40.021124,-75.1388898,10.1,5.46,5.96,
1.33E+17,7/5/2023,40.021220,-75.1388527,10.9,5.46,5.96,
1.33E+17,6/4/2023 18:43,40.022338,-75.1395352,6.75,5,5.97,
1.33E+17,6/4/2023 18:43,40.022399,-75.1394496,6.63,5,5.97,
1.33E+17,6/11/2023 19:12,40.023857,-75.1346953,9.83,3.86,6,
1.33E+17,6/11/2023 19:12,40.023940,-75.1346330,10.2,3.86,6,
1.33E+17,6/11/2023 19:12,40.023973,-75.1345060,8.92,3.84,6,
1.33E+17,6/11/2023 19:12,40.023953,-75.1343910,10,3.84,6,
1.33E+17,6/19/2023,40.022650,-75.1387746,5.79,3.53,6.01,
1.33E+17,6/19/2023,40.022851,-75.1385596,5.56,3.87,6.01,
1.33E+17,6/19/2023,40.022944,-75.1385122,6.63,3.87,6.01,
1.33E+17,6/11/2023 19:10,40.023408,-75.1365117,6.52,4.34,6.01,
1.33E+17,6/11/2023 19:10,40.023458,-75.1364032,9.03,4.34,6.01,
1.33E+17,6/19/2023,40.022851,-75.1405199,7.5,5.23,6.04,
1.33E+17,6/19/2023,40.022763,-75.1404879,7.63,5.23,6.04,
1.33E+17,7/5/2023,40.021422,-75.1388559,10.4,5.6,6.04,
1.33E+17,7/5/2023,40.021331,-75.1388465,11.8,5.6,6.04,
1.33E+17,6/19/2023,40.022895,-75.1387988,5.66,3.53,6.04,
1.33E+17,6/19/2023,40.021207,-75.1414745,6.26,3.88,6.05,
1.33E+17,6/19/2023,40.021294,-75.1414429,5.83,3.88,6.05,
1.33E+17,6/4/2023 18:42,40.021684,-75.1398890,6.81,5.14,6.06,
1.33E+17,6/4/2023 18:42,40.021769,-75.1398426,6.74,5.14,6.06,
1.33E+17,6/4/2023 18:28,40.021630,-75.1394823,12.1,4.15,6.08,
1.33E+17,6/4/2023 18:28,40.021651,-75.1393632,11,4.15,6.08,
1.33E+17,6/19/2023,40.022403,-75.1385926,5.17,3.85,6.08,
1.33E+17,7/5/2023,40.021039,-75.1389562,10.2,5.42,6.09,
1.33E+17,6/19/2023,40.022484,-75.1415996,11,3.9,6.1,
1.33E+17,6/19/2023,40.022577,-75.1415839,10.5,3.9,6.1,
1.33E+17,6/4/2023 18:43,40.022487,-75.1394018,6.72,5.29,6.1,
1.33E+17,6/4/2023 18:43,40.022573,-75.1393234,6.7,5.29,6.1,
1.33E+17,6/4/2023 18:28,40.021690,-75.1392476,12.9,4.25,6.1,
1.33E+17,6/4/2023 18:28,40.021737,-75.1391415,11.3,4.25,6.1,
1.33E+17,6/19/2023,40.022757,-75.1385771,6.16,4.01,6.1,
1.33E+17,6/19/2023,40.022662,-75.1385395,5.39,4.01,6.1,
1.33E+17,6/4/2023 18:29,40.021529,-75.1397045,10.4,4.24,6.11,
1.33E+17,6/4/2023 18:28,40.021585,-75.1396025,10.7,4.24,6.11,
1.33E+17,6/4/2023 18:45,40.023381,-75.1387807,5.62,5.23,6.11,
1.33E+17,6/19/2023,40.022463,-75.1385029,10.3,4.21,6.14,
1.33E+17,6/4/2023 18:42,40.021496,-75.1399247,6.69,5.17,6.15,
1.33E+17,6/4/2023 18:42,40.021595,-75.1399031,7.05,5.17,6.15,
1.33E+17,6/19/2023,40.022400,-75.1384744,5.86,3.97,6.15,
1.33E+17,6/19/2023,40.022494,-75.1384602,5.23,3.97,6.15,
1.33E+17,6/4/2023 18:30,40.021048,-75.1405951,12.4,4.82,6.16,
1.33E+17,6/4/2023 18:30,40.021096,-75.1404891,11.3,4.82,6.16,
1.33E+17,6/19/2023,40.021388,-75.1414479,5.74,4.23,6.17,
1.33E+17,6/19/2023,40.021486,-75.1414355,5.45,4.23,6.17,
1.33E+17,6/19/2023,40.022800,-75.1387907,5.64,3.79,6.18,
1.33E+17,6/19/2023,40.022576,-75.1384004,5.02,4,6.19,
1.33E+17,6/11/2023 19:09,40.023271,-75.1366996,6.23,4.64,6.19,
1.33E+17,6/11/2023 19:09,40.023344,-75.1366105,10.2,4.64,6.19,
1.33E+17,6/4/2023 18:39,40.019986,-75.1419952,6.72,4.4,6.2,
1.33E+17,6/4/2023 18:39,40.020059,-75.1419265,6.7,4.4,6.2,
1.33E+17,6/4/2023 18:44,40.022644,-75.1392389,6.76,5.56,6.2,
1.33E+17,6/4/2023 18:28,40.021782,-75.1390321,11.2,4.38,6.2,
1.33E+17,6/4/2023 18:28,40.021866,-75.1389822,11.7,4.38,6.2,
1.33E+17,6/4/2023 18:39,40.020130,-75.1418520,6.84,4.5,6.21,
1.33E+17,6/4/2023 18:39,40.020205,-75.1417784,6.97,4.5,6.21,
1.33E+17,6/4/2023 18:39,40.020267,-75.1416862,6.48,4.49,6.21,
1.33E+17,6/4/2023 18:27,40.022033,-75.1387075,5.67,4.36,6.21,
1.33E+17,6/4/2023 18:27,40.022119,-75.1386437,8.2,4.36,6.21,
1.33E+17,6/19/2023,40.022668,-75.1384196,5.87,4.21,6.21,
1.33E+17,6/4/2023 18:39,40.020304,-75.1415736,5.3,4.43,6.22,
1.33E+17,6/4/2023 18:42,40.021413,-75.1399762,5.68,5,6.22,
1.33E+17,6/4/2023 18:42,40.021322,-75.1399756,5.82,5,6.22,
1.33E+17,6/4/2023 18:28,40.021942,-75.1389130,9.49,4.32,6.23,
1.33E+17,6/4/2023 18:28,40.021987,-75.1388109,5.7,4.32,6.23,
1.33E+17,6/19/2023,40.023134,-75.1385177,6.07,3.75,6.23,
1.33E+17,6/19/2023,40.023042,-75.1385078,6.5,3.75,6.23,
1.33E+17,6/19/2023,40.023049,-75.1405413,6.4,5.27,6.26,
1.33E+17,6/19/2023,40.022954,-75.1405288,5.5,5.27,6.26,
1.33E+17,6/4/2023 18:04,40.023325,-75.1387683,4.85,5.36,6.26,
1.33E+17,6/4/2023 18:39,40.019900,-75.1422156,6.91,4.4,6.27,
1.33E+17,6/4/2023 18:39,40.019929,-75.1421033,6.95,4.4,6.27,
1.33E+17,6/19/2023,40.022762,-75.1416089,8.86,4.01,6.27,
1.33E+17,6/19/2023,40.022666,-75.1416067,8.88,4.01,6.27,
1.33E+17,7/5/2023,40.021875,-75.1401872,5.45,4.38,6.27,
1.33E+17,6/4/2023 18:40,40.020396,-75.1415521,6.06,4.55,6.3,
1.33E+17,6/4/2023 18:40,40.020483,-75.1415086,6.31,4.55,6.3,
1.33E+17,6/4/2023 18:30,40.020908,-75.1407606,12.5,5.2,6.3,
1.33E+17,6/4/2023 18:30,40.020982,-75.1406815,10.9,5.2,6.3,
1.33E+17,6/4/2023 18:31,40.020752,-75.1410709,10.5,5.16,6.31,
1.33E+17,6/4/2023 18:38,40.019824,-75.1424402,6.99,4.59,6.32,
1.33E+17,6/4/2023 18:39,40.019875,-75.1423372,6.85,4.59,6.32,
1.33E+17,6/19/2023,40.021680,-75.1414210,5.42,4.82,6.32,
1.33E+17,6/19/2023,40.021586,-75.1414169,6.62,4.82,6.32,
1.33E+17,6/4/2023 18:44,40.022717,-75.1391676,6.69,5.72,6.32,
1.33E+17,6/4/2023 18:27,40.022120,-75.1388225,10.8,4.63,6.34,
1.33E+17,6/4/2023 18:27,40.022180,-75.1387326,10.5,4.63,6.34,
1.33E+17,6/4/2023 18:31,40.020799,-75.1409678,12.5,5.08,6.35,
1.33E+17,6/4/2023 18:30,40.020864,-75.1408796,11.4,5.08,6.35,
1.33E+17,7/5/2023,40.021291,-75.1390570,3.84,5.31,6.35,
1.33E+17,6/4/2023 18:31,40.020676,-75.1412841,11.1,5.11,6.36,
1.33E+17,6/4/2023 18:31,40.020730,-75.1411887,9.93,5.11,6.36,
1.33E+17,6/4/2023 18:11,40.022136,-75.1392036,7.9,4.81,6.36,
1.33E+17,6/4/2023 18:11,40.022171,-75.1390940,4.86,4.81,6.36,
1.33E+17,6/4/2023 18:40,40.020550,-75.1414254,6.13,4.58,6.37,
1.33E+17,6/4/2023 18:40,40.020581,-75.1413025,6.58,4.58,6.37,
1.33E+17,6/19/2023,40.022737,-75.1386150,4.59,3.9,6.37,
1.33E+17,6/11/2023 19:09,40.023234,-75.1369393,5.6,4.75,6.37,
1.33E+17,6/11/2023 19:09,40.023227,-75.1368164,5.88,4.75,6.37,
1.33E+17,6/4/2023 18:41,40.021144,-75.1400690,6.34,5.18,6.38,
1.33E+17,6/4/2023 18:42,40.021221,-75.1399991,5.68,5.18,6.38,
1.33E+17,6/4/2023 18:44,40.022779,-75.1390725,7.55,5.87,6.38,
1.33E+17,6/4/2023 18:44,40.022860,-75.1390068,5.7,5.87,6.38,
1.33E+17,6/4/2023 18:45,40.023288,-75.1387727,6.01,5.66,6.39,
1.33E+17,6/19/2023,40.022634,-75.1384374,6.82,4.07,6.39,
1.33E+17,6/19/2023,40.022543,-75.1384158,11.3,4.07,6.39,
1.33E+17,6/19/2023,40.022850,-75.1415690,10.4,4.22,6.4,
1.33E+17,6/19/2023,40.022938,-75.1415181,6.69,4.22,6.4,
1.33E+17,6/19/2023,40.022710,-75.1385010,4.85,4.06,6.4,
1.33E+17,6/4/2023 18:44,40.022952,-75.1389795,7.37,5.8,6.41,
1.33E+17,6/4/2023 18:44,40.023040,-75.1389457,6.91,5.8,6.41,
1.33E+17,6/19/2023,40.022581,-75.1388527,4.76,3.8,6.41,
1.33E+17,6/4/2023 18:11,40.022212,-75.1389860,6.51,4.89,6.42,
1.33E+17,6/4/2023 18:11,40.022260,-75.1388759,6.67,4.89,6.42,
1.33E+17,6/4/2023 18:44,40.023110,-75.1388625,6.17,5.71,6.42,
1.33E+17,6/4/2023 18:45,40.023188,-75.1387891,5.71,5.71,6.42,
1.33E+17,6/4/2023 18:40,40.020615,-75.1411807,6.91,4.83,6.43,
1.33E+17,6/4/2023 18:40,40.020684,-75.1411054,6.35,4.83,6.43,
1.33E+17,6/11/2023 19:09,40.023273,-75.1371775,5.74,4.9,6.44,
1.33E+17,6/11/2023 19:09,40.023259,-75.1370535,5.98,4.9,6.44,
1.33E+17,6/4/2023 18:38,40.019714,-75.1426585,6.66,4.44,6.45,
1.33E+17,6/4/2023 18:38,40.019780,-75.1425457,7.04,4.44,6.45,
1.33E+17,6/4/2023 18:27,40.022030,-75.1390305,12,4.87,6.45,
1.33E+17,6/4/2023 18:27,40.022062,-75.1389183,11.8,4.87,6.45,
1.33E+17,6/19/2023,40.022850,-75.1385466,6.57,3.89,6.45,
1.33E+17,6/19/2023,40.022951,-75.1385340,5.66,3.89,6.45,
1.33E+17,6/4/2023 18:11,40.022063,-75.1394228,11.2,4.83,6.46,
1.33E+17,6/4/2023 18:11,40.022103,-75.1393149,10.9,4.83,6.46,
1.33E+17,6/4/2023 18:41,40.020832,-75.1407885,6.79,4.92,6.48,
1.33E+17,6/4/2023 18:41,40.021043,-75.1403979,6.64,4.92,6.48,
1.33E+17,6/4/2023 18:41,40.021106,-75.1403054,5.63,5.03,6.48,
1.33E+17,6/4/2023 18:41,40.021115,-75.1401854,6.3,5.03,6.48,
1.33E+17,6/19/2023,40.022626,-75.1388231,5.55,3.82,6.48,
1.33E+17,6/19/2023,40.022709,-75.1387723,5.38,3.82,6.48,
1.33E+17,6/4/2023 18:31,40.020576,-75.1414837,11.6,5.03,6.49,
1.33E+17,6/4/2023 18:31,40.020622,-75.1413788,12.1,5.03,6.49,
1.33E+17,6/4/2023 18:41,40.020915,-75.1407184,6.23,4.94,6.49,
1.33E+17,6/4/2023 18:41,40.020924,-75.1405931,6.53,4.94,6.49,
1.33E+17,6/4/2023 18:41,40.020964,-75.1404700,6.5,4.94,6.49,
1.33E+17,6/4/2023 18:12,40.021936,-75.1395987,10.3,4.99,6.5,
1.33E+17,6/4/2023 18:11,40.022006,-75.1395205,10.9,4.99,6.5,
1.33E+17,6/4/2023 18:11,40.022303,-75.1387728,6.89,5.12,6.5,
1.33E+17,6/4/2023 18:10,40.022321,-75.1386495,6.53,5.12,6.5,
1.33E+17,6/4/2023 18:40,40.020729,-75.1409940,6.29,4.82,6.51,
1.33E+17,6/4/2023 18:41,40.020760,-75.1408771,6.75,4.82,6.51,
1.33E+17,7/5/2023,40.021796,-75.1401296,5.93,4.36,6.51,
1.33E+17,6/4/2023 18:38,40.019640,-75.1431815,5.97,4.83,6.52,
1.33E+17,6/4/2023 18:38,40.019651,-75.1430454,6.09,4.83,6.52,
1.33E+17,6/4/2023 18:38,40.019668,-75.1429224,6.41,4.65,6.52,
1.33E+17,6/4/2023 18:38,40.019688,-75.1427800,6.82,4.65,6.52,
1.33E+17,6/19/2023,40.022673,-75.1388332,3.79,4.08,6.52,
1.33E+17,6/19/2023,40.022724,-75.1387353,6.26,4.08,6.52,
1.33E+17,6/19/2023,40.023027,-75.1414899,6.76,4.39,6.53,
1.33E+17,6/19/2023,40.023126,-75.1414765,5.3,4.39,6.53,
1.33E+17,6/4/2023 18:37,40.019511,-75.1438817,6.95,4.9,6.54,
1.33E+17,6/4/2023 18:37,40.019500,-75.1437634,7.42,4.9,6.54,
1.33E+17,6/19/2023,40.023512,-75.1406810,7.69,4.83,6.54,
1.33E+17,6/4/2023 18:36,40.019404,-75.1446809,5.14,4.97,6.55,
1.33E+17,6/4/2023 18:36,40.019348,-75.1445762,7.02,4.97,6.55,
1.33E+17,6/4/2023 18:37,40.019375,-75.1441945,6.84,5.07,6.55,
1.33E+17,6/4/2023 18:37,40.019405,-75.1440788,6.91,5.07,6.55,
1.33E+17,6/4/2023 18:26,40.021941,-75.1392558,6.59,4.89,6.55,
1.33E+17,6/4/2023 18:27,40.021996,-75.1391592,10.6,4.89,6.55,
1.33E+17,6/4/2023 18:37,40.019398,-75.1444615,5.64,5.08,6.56,
1.33E+17,6/4/2023 18:37,40.019391,-75.1443275,6.68,5.08,6.56,
1.33E+17,6/4/2023 18:37,40.019496,-75.1436433,7.07,4.93,6.56,
1.33E+17,6/4/2023 18:37,40.019512,-75.1435264,6.1,4.93,6.56,
1.33E+17,6/4/2023 18:05,40.023236,-75.1388067,7.02,5.55,6.56,
1.33E+17,6/4/2023 18:35,40.019500,-75.1446698,5.69,4.83,6.57,
1.33E+17,6/4/2023 18:37,40.019472,-75.1439950,5.41,4.96,6.57,
1.33E+17,6/4/2023 18:38,40.019527,-75.1434057,6.47,4.9,6.57,
1.33E+17,6/4/2023 18:38,40.019581,-75.1432831,6.89,4.9,6.57,
1.33E+17,6/11/2023 18:54,40.023576,-75.1394696,6.7,3.92,6.57,
1.33E+17,6/11/2023 18:54,40.023477,-75.1394593,5.89,3.92,6.57,
1.33E+17,6/11/2023 19:09,40.023314,-75.1372860,9.41,4.91,6.58,
1.33E+17,6/4/2023 18:32,40.020460,-75.1416668,8.28,5.18,6.59,
1.33E+17,6/4/2023 18:31,40.020506,-75.1415599,8.61,5.18,6.59,
1.33E+17,6/11/2023 18:53,40.023284,-75.1395389,6.52,3.91,6.59,
1.33E+17,6/11/2023 18:53,40.023373,-75.1394765,5.38,3.91,6.59,
1.33E+17,6/4/2023 18:12,40.022031,-75.1396044,5.33,5.08,6.6,
1.33E+17,6/4/2023 18:12,40.022123,-75.1395927,6.25,5.08,6.6,
1.33E+17,6/19/2023,40.023235,-75.1405958,5.68,4.75,6.61,
1.33E+17,6/19/2023,40.023146,-75.1405762,5.73,4.75,6.61,
1.33E+17,6/4/2023 18:05,40.023145,-75.1388300,5.54,5.71,6.61,
1.33E+17,6/4/2023 18:05,40.023054,-75.1388257,5.74,5.71,6.61,
1.33E+17,6/4/2023 18:10,40.022307,-75.1385273,6.14,5.25,6.61,
1.33E+17,6/4/2023 18:10,40.022228,-75.1384694,5.24,5.25,6.61,
1.33E+17,6/4/2023 18:26,40.021839,-75.1394618,6.75,4.93,6.62,
1.33E+17,6/4/2023 18:26,40.021889,-75.1393597,5.18,4.93,6.62,
1.33E+17,6/4/2023 18:21,40.021815,-75.1398584,6.65,4.13,6.64,
1.33E+17,6/4/2023 18:21,40.021878,-75.1397617,6.61,4.13,6.64,
1.33E+17,7/5/2023,40.021791,-75.1402166,6.45,5.03,6.66,
1.33E+17,6/11/2023 18:52,40.022261,-75.1398163,6.1,5.29,6.66,
1.33E+17,6/11/2023 18:52,40.022167,-75.1397755,5.3,5.29,6.66,
1.33E+17,6/11/2023 18:54,40.023774,-75.1394965,6,4,6.66,
1.33E+17,6/11/2023 18:54,40.023672,-75.1394951,5.46,4,6.66,
1.33E+17,6/4/2023 18:26,40.021715,-75.1396537,6.73,4.94,6.67,
1.33E+17,6/4/2023 18:21,40.021897,-75.1396389,10.9,4.37,6.67,
1.33E+17,6/4/2023 18:20,40.021976,-75.1395703,10.9,4.37,6.67,
1.33E+17,6/4/2023 18:26,40.021784,-75.1395651,6.61,4.94,6.67,
1.33E+17,6/19/2023,40.023218,-75.1414486,5.27,4.41,6.68,
1.33E+17,6/19/2023,40.023311,-75.1414285,7.28,4.41,6.68,
1.33E+17,7/5/2023,40.021400,-75.1388609,10.5,5.92,6.68,
1.33E+17,7/5/2023,40.021480,-75.1387892,9.99,5.92,6.68,
1.33E+17,6/19/2023,40.022668,-75.1385974,5.82,3.9,6.68,
1.33E+17,6/19/2023,40.022759,-75.1385582,6.03,3.9,6.68,
1.33E+17,6/11/2023 19:08,40.023366,-75.1375126,9.27,5.13,6.68,
1.33E+17,6/11/2023 19:08,40.023352,-75.1373958,6.24,5.13,6.68,
1.33E+17,6/11/2023 18:51,40.022125,-75.1396666,6.52,5.58,6.7,
1.33E+17,6/11/2023 18:51,40.022206,-75.1396008,7.02,5.58,6.7,
1.33E+17,6/4/2023 18:32,40.020408,-75.1418935,7.99,5.21,6.71,
1.33E+17,6/4/2023 18:32,40.020429,-75.1417790,7.68,5.21,6.71,
1.33E+17,6/19/2023,40.023423,-75.1406489,5.16,5.05,6.72,
1.33E+17,6/19/2023,40.023329,-75.1406119,5.3,5.05,6.72,
1.33E+17,6/4/2023 18:09,40.022150,-75.1383985,11.7,5.35,6.73,
1.33E+17,6/19/2023,40.021734,-75.1413203,5.31,4.84,6.75,
1.33E+17,6/19/2023,40.021750,-75.1411990,5.5,4.84,6.75,
1.33E+17,6/19/2023,40.022669,-75.1387173,5.59,4.13,6.75,
1.33E+17,6/4/2023 18:21,40.021684,-75.1400321,5.29,4.43,6.76,
1.33E+17,6/4/2023 18:21,40.021734,-75.1399312,6.67,4.43,6.76,
1.33E+17,6/11/2023 18:58,40.023482,-75.1402751,6.12,5.21,6.77,
1.33E+17,6/11/2023 18:58,40.023524,-75.1401695,5.43,5.21,6.77,
1.33E+17,6/4/2023 18:12,40.022163,-75.1394874,7.57,5.01,6.77,
1.33E+17,6/4/2023 18:20,40.022127,-75.1392602,9.24,4.6,6.77,
1.33E+17,6/4/2023 18:20,40.022155,-75.1391450,6.73,4.6,6.77,
1.33E+17,7/5/2023,40.021750,-75.1401680,3.79,5.1,6.78,
1.33E+17,6/11/2023 18:52,40.022353,-75.1397899,6.92,5.06,6.79,
1.33E+17,6/11/2023 18:52,40.022449,-75.1397630,6.52,5.06,6.79,
1.33E+17,6/11/2023 19:08,40.023428,-75.1379991,6.2,5.35,6.79,
1.33E+17,6/11/2023 19:08,40.023413,-75.1378732,5.99,5.35,6.79,
1.33E+17,6/4/2023 18:26,40.021587,-75.1398372,8.09,5.31,6.8,
1.33E+17,6/11/2023 18:52,40.022548,-75.1397511,6.78,5.02,6.8,
1.33E+17,6/4/2023 18:26,40.021649,-75.1397468,6.81,5.31,6.8,
1.33E+17,6/11/2023 18:52,40.022645,-75.1397387,6.67,5.02,6.8,
1.33E+17,6/19/2023,40.023406,-75.1414109,10.9,4.35,6.81,
1.33E+17,6/19/2023,40.023486,-75.1413311,12.3,4.35,6.81,
1.33E+17,6/11/2023 18:59,40.023327,-75.1403882,5.98,5.05,6.81,
1.33E+17,6/11/2023 18:59,40.023416,-75.1403560,5.71,5.05,6.81,
1.33E+17,6/11/2023 19:08,40.023396,-75.1377574,8.63,5.29,6.81,
1.33E+17,6/11/2023 19:08,40.023387,-75.1376274,6.09,5.29,6.81,
1.33E+17,6/4/2023 18:32,40.020388,-75.1420125,9.9,5.2,6.83,
1.33E+17,6/4/2023 18:20,40.022196,-75.1390374,5.51,4.84,6.83,
1.33E+17,6/4/2023 18:20,40.022189,-75.1389189,6.81,4.84,6.83,
1.33E+17,6/11/2023 18:46,40.023205,-75.1389135,5.6,4.65,6.83,
1.33E+17,6/4/2023 18:05,40.022963,-75.1388450,5.8,5.73,6.83,
1.33E+17,6/4/2023 18:05,40.022871,-75.1388384,6.26,5.73,6.83,
1.33E+17,6/11/2023 18:46,40.023262,-75.1388218,6.22,4.65,6.83,
